,0
b0756,-0.0401802682464836
b0757,-0.0146483054283959
b0758,-0.1037822151737132
b0759,-0.0662082364579694
b0762,-0.6332290521076493
b0763,0.0173337507278849
b0764,-0.0220713147112507
b0765,0.0333184551304828
b0767,0.0452148944702114
b0768,0.5753764670637505
b0769,0.395144782983925
b0770,0.1929471031005135
b0774,0.1533940341254704
b0775,0.1390420940578974
b0776,0.1372594358590921
b0777,0.135027343740847
b0778,0.1347625219577762
b0779,0.3455995337931267
b0781,0.3917365032364417
b0782,0.1222860120894168
b0783,0.1653024624003577
b0784,0.2998804451881857
b0785,0.3043630025180959
b0786,1.0486248551972428
b0787,0.1611004792339913
b0791,0.2000252486236747
b0792,0.0568483220830715
b0793,0.1426389184333333
b0794,0.175015312455647
b0795,0.3684905272451753
b0796,0.1166632254405602
b0797,0.4223033896170834
b0799,0.0554852101794426
b0800,0.2768734643979756
b0802,0.6764615942695857
b0803,0.4148232188966001
b0805,0.1611465023822311
b0806,1.2350246196902033
b0807,0.8938040849061326
b0808,0.0690852295637703
b0809,0.7805505438314053
b0810,0.9766376140395312
b0811,0.6416955615642376
b0812,-0.047896358616618
b0813,0.7456777799223453
b0814,0.3120432919494403
b0819,0.1470676572989662
b0820,0.1228802167581437
b0821,0.534102113578575
b0823,0.1811538136353659
b0824,0.2649207262795796
b0826,0.6196035389662837
b0827,-0.1402480885110511
b0828,0.2699120535317029
b0829,0.5987683080430419
b0830,0.1371913377495741
b0831,0.4401390709991416
b0832,0.5997679763568138
b0839,18.404018296331337
b0841,0.6507320379041875
b0844,0.0609814047500403
b0845,0.4181116944715589
b0849,0.3025763619123819
b0850,-0.5680658322997666
b0851,-0.0511512866117742
b0852,-0.179117409122501
b0853,0.1401946898441691
b0854,0.4071627973163061
b0855,0.3251092134902649
b0856,0.1098656369524239
b0857,0.1867805705673662
b0860,0.4329341028244774
b0861,0.8210976114077857
b0862,1.5214020455684698
b0863,0.657163578983373
b0864,1.1075826425558084
b0865,0.0173462424969082
b0866,0.2092775764221642
b0867,0.2394801635151923
b0868,0.5552925159555738
b0869,-0.1418749873273906
b0870,-0.4266957854825584
b0871,0.3103827684936495
b0872,-0.2065829139380287
b0873,-0.1905742732991587
b0874,-0.0503674645346911
b0877,0.6202075935236501
b0878,0.4486502436610014
b0879,0.2021282534403092
b0880,0.5354481953036571
b0881,0.0639828101201196
b0882,0.5197512150918981
b0883,-0.171044385352412
b0884,-0.073207419351187
b0886,0.1009228692671029
b0887,0.0958611015154715
b0888,0.9020020983805108
b0889,-0.3284016775385378
b0890,0.1437803503168395
b0891,0.0382247330856607
b0892,0.042703437374964
b0893,0.5918719955097453
b0894,-0.3638888820150173
b0895,-0.1583426880778431
b0896,-0.4221969153091282
b0897,0.590061895330068
b0898,0.7323645576138735
b0899,0.0242084944368302
b0900,0.2257635142612827
b0901,0.450726247928182
b0902,0.0397960105352181
b0903,0.2231827902594166
b0904,0.3739250802302099
b0907,-0.0362787307158216
b0908,0.0079091848674374
b0910,-0.2350549334822213
b0911,-0.2992197707649803
b0912,-0.2942070098847665
b0914,0.606396643381738
b0917,-0.0740969075821255
b0918,-0.081630163470155
b0921,0.1466217497960692
b0922,0.0614501470780567
b0923,-0.0179537741437638
b0924,0.055906780298941
b0925,0.2497763143823102
b0928,-0.1600345570427129
b0929,-0.1955558395643296
b0931,0.1154244000758579
b0932,0.0559872942571972
b0933,-0.4903846399226925
b0934,-0.1183377902968803
b0935,-0.243025532595907
b0936,-0.3536491859035572
b0937,-0.5139054773017697
b0938,-0.027442522088126
b0940,0.2322331837481092
b0941,0.589871025031024
b0942,0.6755453268954367
b0943,0.6115478043553456
b0945,0.0191568920697674
b0950,-0.1914373706914783
b0951,0.0392319120786138
b0952,1.7063677523373868
b0953,0.4725148772925307
b0954,-0.0533391154838594
b0957,0.5471953435506374
b0958,-0.0182690495926278
b0959,0.0450694111355856
b0964,-0.0689342439517961
b0965,0.0629584887233207
b0966,0.3482769598428361
b0970,-0.1359122714935986
b0971,0.4707235678987898
b0972,0.8199497556661246
b0973,0.2038284835889266
b0974,0.2603570360763387
b0975,-0.1025524942145355
b0976,-0.1896530795892881
b0977,-0.3222470868771906
b0978,-0.4344231672768988
b0979,0.0245196607482791
b0980,-0.0130499610911462
b0987,-0.1257306117056987
b0992,0.1355325657635939
b0994,0.7439664724260605
b0995,-0.0360720877366186
b0996,-0.0207518949214663
b0997,0.2631560368899192
b0998,0.193827952115266
b0999,0.1799039178054692
b1000,-0.176884805339978
b1001,0.6292354230989043
b1002,0.6861862180131697
b1003,0.0204095372940578
b1004,0.0189619358378655
b1006,0.2213977295394419
b1007,0.0452303799581247
b1008,-0.0225754850576253
b1009,0.9796076635961116
b1010,0.6967420842631314
b1011,-0.739646778578721
b1012,-0.0577521562571445
b1013,-0.7008639677011148
b1014,0.1639432004560435
b1015,-0.0012791269753319
b1020,0.3726349550198385
b1021,0.0058509234654094
b1022,0.6479249989826676
b1023,0.5718176445760487
b1024,0.5519609880996889
b1025,0.1953678682727943
b1032,0.3271545541835601
b1036,0.9088850059629398
b1037,-0.27856899065739
b1038,0.1975033177155311
b1039,-0.3109611574759818
b1040,-0.4441290581214984
b1041,-0.0658633575160554
b1042,-0.1421165502985762
b1043,0.6890293356817149
b1048,-0.1425123167244637
b1049,0.148525441041836
b1051,0.1573121551717189
b1053,0.3309611711664141
b1054,0.5435128710573683
b1055,0.6822045729154436
b1056,-0.2168558083939609
b1057,-0.1734518710991638
b1060,0.4992925152950341
b1061,0.0459252185867201
b1062,-0.1462776146014835
b1063,0.3012247474821291
b1064,0.8440186188602089
b1070,0.1286296424315583
b1071,0.1890342856776095
b1072,0.0761839561193598
b1073,-0.0358439183750411
b1074,-0.0476862483157263
b1075,-0.0710845657954103
b1076,-0.0465077861356008
b1077,-0.0911042261992395
b1078,0.0091054340010612
b1079,0.0025644145165943
b1080,-0.0759254478184087
b1081,-0.0618407744895467
b1082,-0.0042717958196933
b1083,0.1117181163458516
b1084,-0.023117679539205
b1088,-0.0357745219184972
b1089,-0.0313365916521667
b1090,0.0386822648882256
b1091,0.0160929307320403
b1092,-0.0120396698915662
b1093,0.0231801645457757
b1094,0.1218977440511352
b1095,-0.0303083518539466
b1096,0.7739211060146453
b1097,0.7100629865447317
b1098,0.7829039145722254
b1099,0.7202935186470948
b1100,0.5064326023682818
b1101,0.9373045024014036
b1102,1.422586628369521
b1103,0.1044596945486945
b1104,0.0837868267033194
b1105,0.0300226290757695
b1106,0.4634105135060476
b1107,0.7397521917221197
b1108,0.2246925455530318
b1109,0.1789262441876432
b1110,0.4031699839965411
b1111,0.052804934058464
b1112,6.261576536965205
b1113,-0.1285924530489022
b1114,0.044336404777248
b1116,0.6217355912779177
b1117,0.6102268612154376
b1118,0.4640527736888015
b1127,0.7643161571018376
b1129,0.2143914992690802
b1130,0.0092581438950797
b1131,-0.0728346071108718
b1132,0.0199450135167203
b1133,0.5798634239885521
b1134,0.6444248400631685
b1135,0.5719848665629096
b1136,1.294998723885464
b1160,0.0472893950372073
b1161,0.8014167774135388
b1162,1.1161613040024263
b1163,0.0859893781992302
b1164,1.538289650209652
b1165,2.0129033830594354
b1166,0.3621071574992073
b1167,2.6468431704935256
b1168,0.1002092872239256
b1177,0.309908199125334
b1178,0.5948889803292023
b1182,0.5194916578738596
b1183,0.2635707799583789
b1184,0.147454741306903
b1185,0.5957143160387858
b1187,0.0656600144319101
b1188,0.0777140524366527
b1189,0.1457241549695306
b1190,0.0068678273630503
b1194,0.4881198606020636
b1196,0.1258730763157759
b1197,0.1584413629579244
b1198,-1.167547267386749
b1199,-0.9892960896507068
b1200,-1.1285749395662792
b1201,0.8629496685449006
b1202,0.0106141775891934
b1203,-0.0460412198645632
b1204,-0.0026394731179861
b1205,0.9092167488732938
b1207,-0.113187188404629
b1208,0.0257488938241245
b1209,0.1277377587581419
b1210,2.176358438178357
b1211,2.9676174314674144
b1212,4.05391448042232
b1213,0.0191878753802722
b1214,-0.1784610932628766
b1215,-0.3277935877384021
b1216,0.8063049862711663
b1217,0.2713153161774492
b1218,0.2458548469761876
b1220,0.1540563324730188
b1221,0.0067027140504591
b1222,0.0272532052875591
b1223,-0.1525560330734473
b1224,-0.0639203593500602
b1225,-0.1463265787342849
b1226,0.0536637022738012
b1227,-0.0605422692595092
b1229,0.0972212424703292
b1230,0.0713840125809003
b1231,0.0947621996472835
b1234,-0.0662433230215748
b1235,0.1029850274777376
b1237,-0.0793258051726431
b1241,0.161726013779753
b1242,0.5767239563293196
b1243,0.102847875580094
b1244,-0.2370302376982622
b1245,-0.1365601274834149
b1246,-0.1657929713822034
b1247,-0.0407792836501285
b1248,0.3580915187996418
b1252,0.257861789343342
b1254,-0.0593654624669421
b1255,-0.1861782946034528
b1256,-0.5679110202373279
b1257,-0.6316853337003465
b1258,-0.1563460926664865
b1259,0.4015599859125377
b1260,0.2080276675246528
b1261,0.2715793300896945
b1262,0.1026299136432072
b1263,0.1234496045899106
b1264,0.2144650493530465
b1265,0.8865577409914541
b1272,0.1152624195377642
b1273,0.2026657729088654
b1274,-0.3620806957046868
b1275,-0.0138772433890866
b1276,0.1327576518330316
b1277,1.534598317818444
b1278,0.6690484493430816
b1279,-0.0412600233838529
b1280,0.0806151423409665
b1281,0.1169292206558145
b1282,0.0748578662569186
b1283,1.307988644624001
b1284,0.0321060621257202
b1285,0.1790154071427023
b1286,-0.1031207189089073
b1287,1.0463982844519604
b1288,-0.034199503287315
b1295,0.9781012998902447
b1296,-0.0832147945474568
b1297,0.101011787224933
b1298,0.001159464664959
b1299,0.1822869198516685
b1300,-0.0225033306163697
b1301,-0.1053222073159162
b1302,-0.027454842661894
b1303,0.2185157339652493
b1304,2.0099561838107567
b1305,-0.3689865791534326
b1306,0.981355380346576
b1307,1.6372709894360282
b1308,2.9680051934268983
b1309,0.0592125843161235
b1310,0.0698343133860687
b1311,0.2501167241462368
b1312,0.2284736923786973
b1313,0.0914181412546957
b1314,0.4767434035718957
b1315,0.0679748147342932
b1316,-0.0207218166545199
b1317,0.1887841553682745
b1318,0.2751552774464416
b1319,0.2241581044828989
b1321,0.1210763749011809
b1322,0.1132236858643628
b1323,0.0714736151885648
b1324,0.0190927672530554
b1325,0.0315139423657961
b1326,0.4115908674355468
b1327,0.522722539844401
b1329,0.2159651820366656
b1332,0.0458828948521232
b1333,0.0077649078106913
b1334,0.8337537027704789
b1335,-0.0717516370795093
b1336,0.5963695632476551
b1337,0.9903510585179316
b1338,0.8770346618615245
b1339,-0.2343357058171187
b1341,0.2398886012927427
b1357,0.1329699799667506
b1358,-0.0819888519308301
b1359,-0.3847082766250942
b1360,0.3250169255516976
b1361,0.0410359699945317
b1362,-0.0120771556813773
b1365,0.7891137277075317
b1366,0.3572297305127835
b1372,0.5643896345183139
b1377,4.42513683930373
b1378,0.1548801935312751
b1379,0.1266180471678052
b1380,0.038755621998521
b1384,0.0359567324724728
b1385,0.514209853880521
b1386,-0.3347134591100118
b1387,-0.1419494463686444
b1388,0.2063240615570008
b1389,-0.1967910460926769
b1390,0.1010415719666903
b1391,0.3630521135322723
b1392,0.0489032658614121
b1393,0.5775264099634955
b1394,0.2330446344831225
b1395,0.49133210257229
b1396,-0.1102440447020351
b1397,0.006265663984689
b1398,0.4309747802096363
b1399,0.4251731327625317
b1400,-0.0664390956433391
b1407,0.3665464809719189
b1408,-0.0824912258078315
b1409,1.1498316700070217
b1410,0.8573043929463292
b1411,0.3317844231865349
b1412,0.1975788127518972
b1415,-0.0818344563395314
b1420,0.5853951931400999
b1421,0.2289024266140763
b1422,0.112722558129828
b1428,0.3475490245211511
b1429,-0.3264721207434933
b1430,-0.1108138203197082
b1431,0.3404208104296012
b1433,0.5895776829132842
b1434,0.0055152735661339
b1438,0.2837973638780636
b1440,0.0502235375319051
b1441,0.0457289629187673
b1442,0.0385802708730419
b1443,0.0318856394670413
b1444,0.0262180035640358
b1445,0.8549692317070817
b1446,0.3611145435696801
b1447,0.2442697371678666
b1449,0.1281641567781657
b1450,-0.0627251921480024
b1451,0.5379291814013994
b1452,0.1375028519749546
b1453,0.8147264224852258
b1465,0.0153886180227757
b1466,-0.0318300851344798
b1469,-0.2131556881401847
b1473,0.1413289004748368
b1474,0.1595587301839311
b1475,0.0320111584070331
b1476,-0.0591937924713136
b1480,-0.6698516079737877
b1481,0.1933357314937671
b1482,0.7986244419049209
b1483,0.3200357701865624
b1484,-0.222249746012731
b1485,0.3813016137840201
b1486,0.0174202982393827
b1487,0.0282894695830482
b1488,0.3431836318552575
b1492,0.0721060627195332
b1493,-0.2390289720583505
b1497,8.015132902187736
b1498,-1.703884625239024
b1499,0.7187621510463265
b1500,-0.1222748976569286
b1501,-0.1332532266069598
b1502,0.4552370998087218
b1507,0.0659674022716878
b1508,0.3582692536872205
b1511,0.1120505473346932
b1512,0.2914734129142693
b1513,0.1469777697656233
b1514,0.2442893660931733
b1515,0.061803725368084
b1516,0.0046878885817807
b1517,0.0583336774200201
b1518,0.2509020340213669
b1519,0.7055382181735924
b1521,0.1051631773059346
b1525,-0.014024566123919
b1527,0.2161319885181904
b1528,0.4773341543757497
b1530,-0.4769856891945646
b1531,-0.0355636295733865
b1532,-0.3023650148652941
b1533,0.1442981565842197
b1534,-0.1312528949579496
b1535,0.5551889208796418
b1536,0.9632413656806802
b1537,0.986054574819135
b1538,0.219931511259364
b1540,0.1309624563350093
b1541,0.6145249095419896
b1542,0.1435865408775467
b1547,0.3421968408884186
b1549,0.1250827666942129
b1552,0.1442613927625847
b1555,0.0484316136358253
b1557,0.7935952677775715
b1562,-1.689045675712882
b1563,0.7127773199186024
b1564,-2.869484722119534
b1566,0.7747998179789106
b1567,1.144753213032477
b1568,0.1550607418279001
b1569,0.8509858815944022
b1571,0.4027617151354252
b1572,0.8216487657566723
b1575,1.1201195223154845
b1576,-0.0361811103319554
b1577,0.3721311360457672
b1578,-0.1342469998072841
b1579,0.7535586302557563
b1580,-0.0169487119665494
b1581,-0.0592479902213179
b1582,0.8301912126782697
b1583,0.6230139036596366
b1584,0.8092184177589928
b1586,0.0441380480970604
b1587,-1.0696612872507136
b1588,-0.2618238113096551
b1589,-0.2680951506599319
b1590,-1.043498715627342
b1591,-0.9167294910886872
b1593,0.0861667014359927
b1594,-0.0338985350803038
b1597,-0.0486933039865011
b1599,0.0273653753212691
b1600,0.0298311455295465
b1602,-0.7551245904141227
b1603,-0.7191335421671003
b1604,0.5508111673948949
b1605,0.0836634045153611
b1606,-0.0337778700597585
b1607,0.0342719348495719
b1608,0.0346923436962405
b1609,0.1790061239605627
b1611,0.3346118788131362
b1612,-0.3294931940457575
b1613,0.0606261087529382
b1615,0.2058155063019628
b1616,0.8985549607406347
b1617,0.8897443220701257
b1618,0.156115282190071
b1620,-0.9974678699808656
b1621,-0.1160647056966755
b1622,-0.2981500143623387
b1623,0.2701091606558599
b1633,0.2047887388130545
b1634,-9.220461491785182
b1641,0.104612024545393
b1642,0.09179051640708
b1643,0.7453677670931771
b1644,1.0852998278208077
b1645,0.0316606396377838
b1646,0.2429829550856537
b1649,0.1716073334549797
b1650,-0.0583987879110328
b1651,-0.0751218822996027
b1653,0.2453847170205452
b1654,0.0482290448445396
b1655,0.1873226875857759
b1656,-0.1377767916582276
b1658,-0.0142073769729622
b1660,0.4319669595445196
b1661,0.7934728193689502
b1664,0.1654367940483415
b1665,-0.038039124189789
b1666,-0.008072295674572
b1668,0.0137730484931685
b1669,0.2180440309931975
b1670,-0.4025316585088987
b1671,-0.7301823620455865
b1672,0.4226930659110375
b1673,0.1612506578628399
b1674,0.1418185909600428
b1675,0.0921702490378148
b1676,0.4900892417832277
b1677,0.0656489753112926
b1679,-0.2188628230958885
b1680,-0.0866433260799
b1681,-0.0294835272787566
b1682,0.3364093122355036
b1683,0.409003850703358
b1684,0.2395263168565384
b1689,0.0059007976172871
b1690,0.2994841565935616
b1692,0.1686737708956473
b1693,-0.7949944560243916
b1695,0.437537772001126
b1696,0.1353759829521695
b1702,0.0665078685281138
b1703,0.694378839719623
b1704,-0.055754267470524
b1706,0.3444905813949505
b1707,-0.4950161338584578
b1709,0.6966758818798979
b1710,0.3817984816574463
b1712,1.6449246615973203
b1713,-0.9897485010402132
b1714,-0.7379994428983304
b1715,-1.186336031318714
b1716,0.1152443864272322
b1717,-0.0925443365475062
b1718,0.1149392535655544
b1719,0.1039968025441614
b1722,0.6426514733443403
b1723,-0.2568478332080722
b1726,0.0608093371737155
b1727,0.8729316906568535
b1728,0.1383672168993672
b1729,0.3021744304569616
b1731,0.086450837008376
b1732,1.9296355874197963
b1733,0.0109325807103735
b1734,0.0430068610035956
b1735,0.2107293752016004
b1736,0.0432403783070948
b1737,0.913321263289133
b1738,0.468856459739227
b1739,-0.2241791625732224
b1740,0.2790717475472964
b1741,-0.294374005647561
b1742,0.5526235137382152
b1743,0.7626077121783014
